skillID,commonName,commonValue
4211011,kp,8
4211002,mpCon,15+3*u(x/2)
4211002,damage,320+5*x
4211002,attackCount,2
4211002,mobCount,8
4211002,maxLevel,20
4211002,prop,100
4211006,mpCon,20+d(x/2)
4211006,attackCount,2
4211006,mobCount,10
4211006,range,640
4211006,damage,40+3*x
4211006,maxLevel,20
4211006,bulletCount,5+d(x/2)
4211007,mpCon,60+8*d(x/4)
4211007,time,40+x
4211007,cooltime,60
4211007,maxLevel,20
4211007,hcReflect,60+10*x
4211007,hcTime,10+x
4211007,hcProp,u(x/2)
4211007,damage,200+8*x
4211007,subTime,930
4211003,prop,10+4*x
4211003,x,1
4211003,maxLevel,5
4211003,y,15
4211008,mpCon,40+4*d(x/3)
4211008,time,80+6*x
4211008,x,50+x
4211008,maxLevel,20
4210015,maxLevel,1
4210015,prop,15
4210015,x,15
4210015,y,15
4210015,z,20
4211016,maxLevel,1
4211016,mpCon,20
4211016,x,120
4210010,prop,10+2*x
4210010,dot,50+4*x
4210010,dotInterval,1
4210010,dotTime,3+d(x/3)
4210010,maxLevel,10
4210012,mesoR,4*x
4210012,u,0
4210012,x,4*x
4210012,y,4*x
4210012,maxLevel,5
4210012,padX,5*x
4210013,mhpR,5*x
4210013,asrR,6+6*x
4210013,terR,6+6*x
4210013,maxLevel,4
4210014,maxLevel,20
4210014,damage,40+3*x
4210014,attackCount,2
4221014,mpCon,30+2*d(x/4)
4221014,damage,180+3*x
4221014,attackCount,6
4221014,mobCount,1
4221014,maxLevel,30
4221014,s,340+5*x
4221014,q,6
4221014,s2,50
4221014,ballDelay,180
4221014,ballDelay1,180
4221014,ballDelay2,180
4221016,mpCon,30+2*d(x/4)
4221016,damage,340+5*x
4221016,attackCount,6
4221016,mobCount,1
4221016,maxLevel,30
4221016,u,50
4221017,mpCon,20+2*u(x/3)
4221017,damage,190+2*x
4221017,attackCount,6
4221017,mobCount,8
4221017,pdR,5+2*d(x/3)
4221017,maxLevel,30
4221017,x,50
4221018,prop,30
4221018,x,1
4221018,maxLevel,20
4221018,y,15
4221018,w,15
4221018,criticaldamage,x
4221018,lukX,u(x/2)
4221018,z,10+x
4221019,mpCon,30
4221019,attackCount,2
4221019,mobCount,10
4221019,range,640
4221019,damage,100
4221019,maxLevel,20
4221019,bulletCount,15
4221019,z,10+x
4221020,maxLevel,20
4221010,maxLevel,30
4221010,mpCon,290
4221010,damage,344+5*x
4221010,attackCount,7
4221010,mobCount,15
4221010,cooltime,60-2*d(x/2)
4221010,dot,90+4*x
4221010,dotTime,5+d(x/6)
4221010,dotInterval,1
4221010,prop,100
4221010,attackDelay,540
4221000,mpCon,10+10*d(x/5)
4221000,x,u(x/2)
4221000,time,30*x
4221000,maxLevel,30
4221006,maxLevel,30
4221006,mpCon,16+2*d(x/2)
4221006,time,30
4221006,cooltime,210-2*x
4221006,x,2*u(x/3)
4221006,y,u(x/3)
4221008,mpCon,30
4221008,cooltime,600-60*x
4221008,time,1
4221008,maxLevel,5
4220013,maxLevel,20
4220013,ignoreMobpdpR,x
4220013,padX,10+2*x
4220013,pdR,5+u(x/2)
4220002,prop,25+x
4220002,maxLevel,20
4220002,stanceProp,20+2*x
4220011,prop,30+2*x
4220011,dot,110+5*x
4220011,dotInterval,1
4220011,dotTime,5+d(x/3)
4220011,maxLevel,10
4220011,dotSuperpos,2+d(x/6)
4220012,maxLevel,30
4220012,mastery,55+u(x/2)
4220012,x,10+x
4220012,criticaldamage,5+d(x/3)
4220021,maxLevel,20
4220021,damage,100
4220021,attackCount,2
4220043,maxLevel,1
4220043,damR,20
4220044,maxLevel,1
4220044,ignoreMobpdpR,10
4220045,maxLevel,1
4220045,bulletCount,5
4220045,prop,10
4220046,maxLevel,1
4220046,damR,20
4220047,maxLevel,1
4220047,targetPlus,2
4220048,maxLevel,1
4220048,attackCount,1
4220049,maxLevel,1
4220049,damR,20
4220050,maxLevel,1
4220050,bdR,20
4220051,maxLevel,1
4220051,ignoreMobpdpR,10
4221052,maxLevel,1
4221052,mpCon,300
4221052,damage,800
4221052,attackCount,1
4221052,mobCount,15
4221052,x,12300
4221052,subTime,900
4221052,cooltime,60
4221052,y,12
4221053,maxLevel,1
4221053,mpCon,100
4221053,time,60
4221053,cooltime,120
4221053,indieDamR,10
4221054,maxLevel,1
4221054,indieDamR,5
4221054,x,5
4221054,y,5
4241000,maxLevel,30
4241000,mpCon,50+d(x/4)
4241000,damage,275+4*x
4241000,attackCount,6
4241000,mobCount,1
4241000,ballDelay,180
4241000,ballDelay1,180
4241000,ballDelay2,180
4241000,s,510+6*x
4241000,q,6
4241000,s2,50
4241000,w,10
4241001,maxLevel,30
4241001,mpCon,50+d(x/4)
4241001,damage,510+6*x
4241001,attackCount,6
4241001,mobCount,1
4241001,u,50
4241002,maxLevel,30
4241002,mpCon,50+d(x/4)
4241002,damage,300+6*x
4241002,attackCount,6
4241002,mobCount,1
4241002,s,595+8*x
4241002,q,6
4241002,ballDelay,180
4241002,ballDelay1,180
4241002,ballDelay2,180
4241002,cooltime,10
4241002,w,5
4241002,w2,2
4241002,y,0
4241002,z,3
4241002,v,3000
4241002,v2,1
4241002,s2,3
4241002,q2,6
4241002,s3,50
4241003,maxLevel,30
4241003,mpCon,50+d(x/4)
4241003,damage,595+8*x
4241003,attackCount,6
4241003,mobCount,1
4241003,u,50
4241004,maxLevel,30
4241005,maxLevel,30
4241005,time,6
4241005,w2,20
4241005,subTime,4000
4241500,maxLevel,30
4241500,mpCon,1200
4241500,damage,3150+105*x
4241500,attackCount,6
4241500,mobCount,15
4241500,updatableTime,6000
4241500,ndTime,6100
4241500,cooltime,360
4241500,x,5
4241500,s2,3600+120*x
4241500,s3,6
4241500,w,5
4241500,v,4200+140*x
4241500,y,7
4241500,u,8
4241500,ignoreMobpdpR,log10(x)*20+log30(x)*30
4241500,bdR,log20(x)*20+log30(x)*30
4241501,maxLevel,30
4241501,damage,3600+120*x
4241501,attackCount,6
4241501,mobCount,15
4241501,updatableTime,6000
4241502,maxLevel,30
4241502,damage,4200+140*x
4241502,attackCount,7
4241502,mobCount,15
4241502,updatableTime,6000
4300008,maxLevel,5
4300008,x,10+d(x/3)
4300008,y,110+2*x
4300008,z,4
4300008,u,3
4301004,maxLevel,15
4301004,mpCon,21+3*u(x/3)
4301004,mobCount,3+d(x/5)
4301004,damage,305+5*x
4300000,maxLevel,10
4300000,mastery,10+4*x
4300000,x,12*x
4301007,maxLevel,5
4301007,mpCon,10+d(x/3)
4301007,mobCount,4
4301007,attackCount,3
4301007,damage,110+2*x
4300009,maxLevel,5
4300009,psdSpeed,8*x
4300009,psdJump,13+2*x
4300009,speedMax,4*x
4311002,maxLevel,10
4311002,mpCon,20+x
4311002,damage,88+2*x
4311002,attackCount,7
4311002,mobCount,1
4311003,maxLevel,20
4311003,mpCon,12+2*d(x/3)
4311003,damage,150+2*x
4311003,mobCount,3+d(x/6)
4311003,action,slashStorm2
4311003,attackCount,3
4310010,maxLevel,10
4310010,lukX,2*x
4310005,padX,x+d(x/2)
4310005,maxLevel,20
4310005,stanceProp,20+x
4310006,lukX,6*x
4310006,dexX,6*x
4310006,maxLevel,5
4320008,maxLevel,10
4320008,x,12+2*d(x/3)
4320008,y,3
4320008,z,6
4320008,u,200+2*x
4321006,maxLevel,20
4321006,mpCon,24+4*d(x/4)
4321006,damage,125+2*x
4321006,mobCount,3+u(x/4)
4321006,x,27+4*u(x/3)
4321006,attackCount,4
4321006,prop,10+d(x/2)
4321006,time,3+u(x/7)
4321006,hcCooltime,5
4321006,hcTime,1
4321006,hcProp,3
4321006,maxUseCountInOneJump,1
4321002,maxLevel,5
4321002,mpCon,40+5*x
4321002,damage,150+20*x
4321002,mobCount,6
4321002,prop,100
4321002,x,4*x
4321002,y,2*x
4321002,z,10
4321002,time,12*x
4321002,cooltime,30
4321002,hcTime,5*x
4321002,range,500
4321002,bulletSpeed,200
4320005,prop,10+x
4320005,dot,50+2*x
4320005,dotInterval,1
4320005,dotTime,3+d(x/6)
4320005,maxLevel,20
4321007,maxLevel,10
4321007,mpCon,12+2*d(x/3)
4321007,mobCount,6
4321007,attackCount,3
4321007,damage,200+2*x
4331000,maxLevel,20
4331000,mpCon,30+5*u(x/5)
4331000,damage,225+2*x
4331000,attackCount,3
4331000,mobCount,6+d(x/7)
4331000,damR,10+u(x/2)
4331000,time,700
4331011,maxLevel,20
4331011,mpCon,21+x
4331011,damage,115+3*x
4331011,attackCount,3
4331011,mobCount,6
4331011,x,-850
4331011,y,-1000
4331011,maxUseCountInOneJump,1
4331006,maxLevel,20
4331006,mpCon,50+5*d(x/4)
4331006,mobCount,1
4331006,damage,110+2*x
4331006,range,350+50*d(x/10)
4331006,attackCount,7
4331006,cr,100
4331006,prop,u(x/2)
4331006,time,u(x/5)
4331006,hcCooltime,10
4331006,hcTime,1
4331006,hcProp,u(x/4)
4331006,cooltime,65-x
4331006,y,3000
4331006,w,1500
4331006,t,1.5
4331006,u2,110+2*x
4331006,w2,1
4331006,v,300
4331012,maxLevel,20
4331012,damage,110+2*x
4331012,attackCount,1
4331002,maxLevel,20
4331002,mpCon,37+3*u(x/2)
4331002,time,80+30*d(x/5)
4331002,x,10+3*x
4331002,y,600
4330001,maxLevel,5
4330001,prop,9+8*x
4330001,x,4*x
4330001,y,4*x
4330001,z,20
4330007,maxLevel,5
4330007,prop,2*x
4330007,x,20
4330008,mhpR,2*x
4330008,asrR,2+2*x+2*u(x/3)
4330008,terR,2+2*x+2*u(x/3)
4330008,maxLevel,10
4330009,maxLevel,20
4330009,er,10+x
4330009,time,7
4330009,x,1
4330009,indiePad,5+d(x/2)
4341004,maxLevel,30
4341004,mpCon,40+5*d(x/6)
4341004,mobCount,5+d(x/10)
4341004,attackCount,5
4341004,damage,190+2*x
4341004,ignoreMobpdpR,5+u(x/2)
4341009,maxLevel,30
4341009,mpCon,30+2*d(x/5)
4341009,attackCount,6
4341009,mobCount,3
4341009,damage,240+3*x
4341009,ignoreMobpdpR,x
4341002,maxLevel,30
4341002,mpCon,150+50*d(x/6)
4341002,damage,1400+20*x
4341002,mobCount,8
4341002,x,30-4*d(x/6)
4341002,y,110+x
4341002,w,10+x
4341002,z,0
4341002,time,15+3*d(x/2)
4341002,cooltime,150-2*x
4341002,v,3
4341011,maxLevel,30
4341011,mpCon,290
4341011,damage,344+5*x
4341011,mobCount,15
4341011,cooltime,60-2*d(x/2)
4341011,dot,90+4*x
4341011,dotTime,5+d(x/6)
4341011,dotInterval,1
4341011,prop,100
4341011,attackCount,7
4341011,attackDelay,540
4341011,x,20
4341000,maxLevel,30
4341000,mpCon,10+10*d(x/5)
4341000,x,u(x/2)
4341000,time,30*x
4341008,maxLevel,5
4341008,mpCon,30
4341008,cooltime,600-60*x
4341008,time,1
4341006,maxLevel,30
4341006,mpCon,60+5*d(x/2)
4341006,time,15+5*d(x/2)
4341006,x,1000+600*x
4341006,er,10+d(x/2)
4341006,pddR,2*x
4341006,mddR,2*x
4341006,y,5+d(x/2)
4341006,hcSummonHp,200000+60000*x
4340007,maxLevel,20
4340007,stanceProp,20+2*x
4340007,padX,10+x
4340010,prop,0
4340010,criticaldamage,3+x
4340010,maxLevel,10
4340010,cr,5+3*x
4340012,prop,30+2*x
4340012,dot,110+5*x
4340012,dotInterval,1
4340012,dotTime,5+d(x/3)
4340012,maxLevel,10
4340012,dotSuperpos,2+d(x/6)
4340013,maxLevel,30
4340013,mastery,55+u(x/2)
4340013,x,x
4340013,accR,u(x/2)
4340013,evaR,u(x/2)
4340013,pdR,5+d(x/2)
4340055,maxLevel,1
4340055,damR,20
4340056,maxLevel,1
4340056,ignoreMobpdpR,20
4340057,maxLevel,1
4340057,targetPlus,2
4340046,maxLevel,1
4340046,damR,20
4340047,maxLevel,1
4340047,ignoreMobpdpR,20
4340048,maxLevel,1
4340048,attackCount,1
4340043,maxLevel,1
4340043,ignoreMobpdpR,20
4340044,maxLevel,1
4340044,damR,20
4340045,maxLevel,1
4340045,attackCount,1
4341052,maxLevel,1
4341052,mpCon,300
4341052,damage,693
4341052,attackCount,5
4341052,mobCount,10
4341052,x,100
4341052,time,5
4341052,subTime,300
4341052,cooltime,60
4341053,maxLevel,1
4341053,mpCon,100
4341053,time,60
4341053,cooltime,120
4341053,indieDamR,10
4341054,maxLevel,1
4341054,mpCon,200
4341054,prop,100
4341054,damage,240
4341054,x,1
4341054,time,90
4341054,indieDamR,10
4361000,maxLevel,30
4361000,mpCon,45+d(x/4)
4361000,attackCount,6
4361000,mobCount,4
4361000,damage,350+6*x
4361000,ignoreMobpdpR,30+u(x/3)
4361500,maxLevel,30
4361500,mpCon,1200
4361500,damage,1200+40*x
4361500,attackCount,4
4361500,mobCount,15
4361500,cooltime,360
4361500,updatableTime,4000
4361500,ndTime,4300
4361500,u,3
4361500,dot,1800+60*x
4361500,dotInterval,7
4361500,v,5
4361500,w,3
4361500,s,600+20*x
4361500,q,5
4361500,x,50
4361500,y,15
4361500,q2,3300+110*x
4361500,q3,7
4361500,q4,5
4361500,delayedSkillUseRequestTime,3000
4361500,ignoreMobpdpR,log10(x)*20+log30(x)*30
4361500,bdR,log20(x)*20+log30(x)*30
4361501,maxLevel,30
4361501,damage,600+20*x
4361501,time,20
4361501,attackCount,5
4361501,cooltimeMS,100
4361501,mobCount,3
4361501,x,50
4361502,maxLevel,30
4361502,attackCount,7
4361502,mobCount,15
4361502,damage,3300+110*x
4361502,updatableTime,1000
4361502,ndTime,1000
4361503,maxLevel,30
4361503,damage,1800+60*x
4361503,attackCount,7
4361503,mobCount,15
5001002,maxLevel,20
5001002,mobCount,6
5001002,mpCon,8+2*d(x/5)
5001002,damage,75+4*x
5001002,attackCount,2
5001003,maxLevel,20
5001003,mpCon,4+d(x/6)
5001003,damage,160+5*x
5001003,bulletCount,2
5001003,range,380
5001003,attackCount,1
5001003,mobCount,6
5001003,x,160+5*x
5001003,y,1
5001010,maxLevel,5
5001010,mpCon,20-2*x
5001010,x,350+80*x
5001010,y,250+50*x
5001005,maxLevel,5
5001005,mpCon,11-2*x
5001005,x,10*x
5001005,y,4*x
5001005,time,10
5001005,z,100
5000007,maxLevel,10
5000007,cr,2*x
5000007,criticaldamage,u(x/2)
5000000,maxLevel,5
5000000,psdJump,2*x
5000000,speedMax,4*x
5000006,maxLevel,1
5000006,prop,7
5000006,damage,200
5011000,maxLevel,20
5011000,mpCon,6+u(x/4)
5011000,damage,55+x
5011000,mobCount,6
5011000,attackCount,4
5011001,maxLevel,15
5011001,mpCon,5+2*u(x/10)
5011001,damage,75+x
5011001,attackCount,4
5011001,mobCount,1
5011002,maxLevel,10
5011002,mpCon,45-5*d(x/3)
5011002,damage,175+5*x
5011002,mobCount,3
5011002,time,2+d(x/5)
5011002,prop,25+3*x
5011002,z,-15-3*x
5011002,x,250+d(x/4)*70
5011002,y,260+d(x/4)*30
5011002,hcTime,1
5010003,maxLevel,10
5010003,padX,2*x
5010003,pddX,25*x
5010003,mddX,25*x
5010004,maxLevel,1
5010004,prop,7
5010004,damage,200
5011006,maxLevel,5
5011006,mpCon,20-2*x
5011006,x,350+80*x
5011006,y,250+50*x
5011007,maxLevel,1
5011007,x,65
5011007,y,0
5011008,maxLevel,5
5011008,mpCon,20-2*x
5011008,damage,280+2*x
5011008,mobCount,6
5011008,x,0
5011008,y,975+30*x
5101012,maxLevel,20
5101012,mpCon,16+2*u(x/5)
5101012,damage,320+5*d(x/2)
5101012,attackCount,2
5101012,mobCount,6
5100021,maxLevel,1
5100021,mpCon,5
5101022,maxLevel,1
5101022,mpCon,5
5101022,x,0
5101022,y,1250
5101017,maxLevel,20
5101017,cooltime,3
5101017,mpCon,40
5101023,maxLevel,20
5100018,maxLevel,20
5100018,damage,71+2*x
5100018,mobCount,6
5100018,attackCount,4
5100018,cooltime,11
5101019,maxLevel,20
5101019,damage,71+2*x
5101019,mobCount,6
5101019,attackCount,4
5101019,cooltime,11
5100016,mpCon,1
5100016,x,1250
5100016,maxLevel,1
5100016,cooltimeMS,650
5100016,z,50
5100016,w,20
5100016,q,10
5100016,y,540
5100020,maxLevel,10
5100020,strX,2*x
5100001,maxLevel,10
5100001,mastery,10+4*x
5100001,x,12*x
5100011,maxLevel,10
5100011,padX,3*x
5100011,accX,80+4*x
5100009,maxLevel,10
5100009,mhpR,2*x
5100009,stanceProp,10*x
5100013,maxLevel,9
5100013,x,2+d(x/3)
5100013,y,14000-1000*x
5100013,w,14-x
5100010,strX,6*x
5100010,dexX,6*x
5100010,maxLevel,5
5111009,mpCon,22+2*d(x/3)
5111009,damage,277+3*x
5111009,mobCount,8
5111009,maxLevel,20
5111009,attackCount,2
5111009,cooltime,4
5111002,maxLevel,20
5111002,mpCon,12+5*d(x/6)
5111002,damage,353+4*x
5111002,attackCount,4
5111002,mobCount,8
5111002,prop,30+x
5111002,time,5+d(x/10)
5111002,hcTime,1
5111002,hcProp,u(x/4)
5110016,maxLevel,20
5110016,u,113+3*x
5110016,x,8
5110016,y,6
5110016,z,9
5111021,maxLevel,20
5111021,damage,113+3*x
5111021,mobCount,8
5111021,attackCount,6
5111021,cooltime,9
5111007,maxLevel,20
5111007,mpCon,40+5*d(x/5)
5111007,time,60+6*x
5111007,cooltime,480-30*d(x/2)
5111007,pddR,30
5111007,mhpR,20
5111007,mmpR,20
5111007,cr,15
5111007,damR,20
5111007,expR,30
5111007,u,17
5111007,v,17
5111007,w,15
5111007,s,15
5111017,maxLevel,20
5111017,mpCon,50
5111017,u,5
5111017,time,5+d(x/2)
5110020,maxLevel,20
5110018,maxLevel,20
5110018,x,323+5*x
5110018,y,12
5110018,u,6
5111019,maxLevel,20
5111019,damage,323+5*x
5111019,mobCount,12
5111019,attackCount,6
5110010,damAbsorbShieldR,12+2*x
5110010,maxLevel,4
5110011,prop,2*x
5110011,criticaldamage,2+2*u(x/3)
5110011,maxLevel,10
5110011,cr,5+x
5110011,padX,10+2*x
5110000,maxLevel,10
5110000,prop,20+4*x
5110000,subProp,10+x
5110000,x,3*x+5
5110000,y,5+x
5121007,maxLevel,30
5121007,mpCon,20+2*d(x/5)
5121007,attackCount,10
5121007,damage,200+4*x
5121007,mobCount,3
5121007,v,200
5121007,time,360
5121016,maxLevel,30
5121016,mpCon,25+3*d(x/4)
5121016,damage,415+5*x
5121016,mobCount,7
5121016,attackCount,4
5121016,prop,0
5121016,x,0
5120022,maxLevel,20
5120029,maxLevel,20
5120029,x,8
5120029,y,8
5120029,u,325+5*x
5120029,z,7
5121023,maxLevel,20
5121023,damage,325+5*x
5121023,mobCount,8
5121023,attackCount,8
5121023,cooltime,7
5120024,maxLevel,20
5120024,y,6
5120024,u,6
5120024,z,330+5*x
5120024,v,4
5120024,s2,15
5120024,x,20
5121025,maxLevel,20
5121025,damage,330+5*x
5121025,mobCount,6
5121025,attackCount,6
5121025,cooltime,4
5121025,time,15
5121025,x,20
5120026,maxLevel,20
5120026,x,40+3*x
5120026,y,6
5120026,z,4
5120026,w,200+2*x
5120026,s2,15
5120026,u,5
5120026,damR,40+3*x
5121027,maxLevel,20
5121027,damage,200+2*x
5121027,attackCount,4
5121027,bulletCount,1
5121027,mobCount,6
5121013,maxLevel,30
5121013,mpCon,350
5121013,damage,320+4*x
5121013,attackCount,7
5121013,mobCount,15
5121013,cooltime,60
5121013,x,100
5121013,y,105+2*x
5121013,attackDelay,1950
5121013,w,2
5120021,damage,105+2*x
5120021,prop,40+2*x
5120021,maxLevel,30
5120021,mobCount,1
5120021,attackCount,2
5121015,maxLevel,30
5121015,mpCon,30+d(x/2)
5121015,time,60+4*x
5121015,mastery,55+u(x/2)
5121015,asrR,x
5121015,terR,x
5121015,x,0
5121015,indiePadR,d(x/2)
5121015,pdR,3+d(x/3)
5121010,maxLevel,5
5121010,mpCon,480-15*x
5121010,cooltime,180
5121010,x,50-5*x
5121010,time,180
5121009,maxLevel,20
5121009,hpCon,80-2*x
5121009,mpCon,80-2*x
5121009,time,100+4*x
5121009,x,-2
5121000,maxLevel,30
5121000,mpCon,10+10*d(x/5)
5121000,x,u(x/2)
5121000,time,30*x
5121008,maxLevel,5
5121008,mpCon,30
5121008,cooltime,600-60*x
5121008,time,1
5120012,maxLevel,5
5120012,mpCon,60
5120012,time,180
5120012,cooltime,200-4*x
5120012,pddR,30
5120012,mhpR,20
5120012,mmpR,20
5120012,cr,15
5120012,damR,20
5120012,expR,30
5120012,u,15
5120012,v,17
5120012,w,17
5120012,x,17
5120012,prop,10*x
5120012,z,0
5120012,ignoreMobpdpR,20
5120012,s,15
5120011,maxLevel,10
5120011,x,3
5120011,y,d(5*x/2)
5120011,cooltime,4
5120028,maxLevel,10
5120028,time,10
5120028,indieDamR,5+2*x
5120028,damR,10*x
5120014,maxLevel,10
5120014,x,0
5120014,padX,10+2*x
5120014,ignoreMobpdpR,4*x
5120014,pdR,5+d(x/2)
5120043,maxLevel,1
5120043,prop,40
5120044,maxLevel,1
5120044,prop,9
5120045,maxLevel,1
5120045,prop,5
5120046,maxLevel,1
5120046,damR,20
5120047,maxLevel,1
5120047,bdR,20
5120048,maxLevel,1
5120048,attackCount,1
5120049,maxLevel,1
5120049,damR,20
5120050,maxLevel,1
5120050,targetPlus,2
5120051,maxLevel,1
5120051,attackCount,1
5121052,maxLevel,1
5121052,x,5
5121052,time,90
5121052,mpCon,50
5121052,u,3
5121052,w,30
5121055,maxLevel,1
5121055,x,5
5121055,time,30
5121055,u,3
5121053,maxLevel,1
5121053,mpCon,100
5121053,time,60
5121053,cooltime,120
5121053,indieDamR,10
5121054,maxLevel,1
5121054,mpCon,300
5121054,indieDamR,20
5121054,bdR,20
5121054,time,90
5121054,cooltime,180
5121054,y,50
5141000,maxLevel,30
5141000,mpCon,45+d(x/4)
5141000,attackCount,10
5141000,damage,335+4*x
5141000,mobCount,4
5141000,v,200
5141000,time,360
5141000,u,1
5141000,x,10
5141000,y,45+d(x/4)
5141000,z,4
5141000,s2,180+3*x
5141000,u2,3
5141000,v2,4
5141000,w2,335+4*x
5141000,q2,10
5141001,maxLevel,30
5141001,time,10
5141002,maxLevel,30
5141002,mpCon,45+d(x/4)
5141002,attackCount,3
5141002,damage,180+3*x
5141002,mobCount,4
5141002,v,200
5141002,time,360
5141002,v2,4
5141002,w2,335+4*x
5141002,q2,10
5141003,maxLevel,30
5141003,attackCount,10
5141003,damage,335+4*x
5141003,mobCount,4
5141003,attackDelay,330
5141500,maxLevel,30
5141500,mpCon,1200
5141500,damage,1500+50*x
5141500,mobCount,15
5141500,attackCount,8
5141500,cooltime,360
5141500,delayedSkillUseRequestTime,4500
5141500,updatableTime,6000
5141500,ndTime,5860
5141500,x,3
5141500,y,2250+75*x
5141500,z,12
5141500,u,7
5141500,time,30
5141500,w,1050+35*x
5141500,w2,6
5141500,w3,10
5141500,v,1200+40*x
5141500,v2,8
5141500,v3,10
5141500,s4,1500+50*x
5141500,s2,10
5141500,s3,10
5141500,u2,1500+50*x
5141500,u3,10
5141500,u4,10
5141500,q,1800+60*x
5141500,q2,12
5141500,q3,10
5141500,prop,4
5141500,ignoreMobpdpR,log10(x)*20+log30(x)*30
5141500,bdR,log20(x)*20+log30(x)*30
5141501,maxLevel,30
5141501,time,30
5141502,maxLevel,30
5141502,damage,2250+75*x
5141502,mobCount,15
5141502,attackCount,12
5141503,maxLevel,30
5141503,damage,1050+35*x
5141503,attackCount,6
5141503,mobCount,10
5141503,updatableTime,5000
5141503,cooltime,4
5141504,maxLevel,30
5141504,mobCount,10
5141504,damage,1200+40*x
5141504,attackCount,8
5141504,updatableTime,5000
5141505,maxLevel,30
5141505,mobCount,10
5141505,damage,1500+50*x
5141505,attackCount,10
5141505,updatableTime,5000
5141506,maxLevel,30
5141506,mobCount,10
5141506,damage,1800+60*x
5141506,attackCount,12
5141506,updatableTime,5000
5201001,maxLevel,20
5201001,mpCon,8+2*d(x/3)
5201001,damage,165+2*x
5201001,mobCount,6
5201001,bulletConsume,3
5201001,attackCount,3
5201018,maxLevel,20
5201018,mpCon,10+d(x/3)
5201018,damage,121+4*x
5201018,bulletCount,3
5201018,range,380
5201012,maxLevel,10
5201012,mpCon,25
5201012,time,120
5201012,cooltime,45
5201012,subTime,3000
5201012,speed,150
5201012,x,100+5*x
5201012,y,2
5201012,z,3
5201017,maxLevel,10
5201017,damage,100+5*x
5201017,bulletCount,2
5201017,mobCount,1
5201017,attackCount,3
5201017,u,810
5201006,maxLevel,5
5201006,mpCon,12+3*d(x/5)
5201006,damage,180+6*x
5201006,range,350
5201006,x,3
5201011,maxLevel,4
5201011,x,0
5201011,y,1250
5201011,mpCon,26-4*x
5201011,maxUseCountInOneJump,1
5201011,w,1050
5201005,maxLevel,4
5201005,x,200
5201005,time,600
5201005,v,500
5200016,x,1
5200016,maxLevel,10
5200016,padX,x
5200015,maxLevel,10
5200015,dexX,2*x
5200000,maxLevel,10
5200000,mastery,10+4*x
5200000,x,12*x
5200000,y,20*x
5200000,cr,10
5200009,maxLevel,5
5200009,strX,6*x
5200009,dexX,6*x
5200009,damAbsorbShieldR,10+2*x
5211008,maxLevel,20
5211008,mpCon,20+2*d(x/3)
5211008,damage,380+5*x
5211008,attackCount,2
5211008,mobCount,8
5211008,bulletConsume,2
5211010,maxLevel,20
5211010,mpCon,23+2*d(x/3)
5211010,damage,654+4*x
5211010,mobCount,6
5211010,x,400
5211010,prop,100
5211010,bulletConsume,1
5211010,hcProp,3*x
5211014,maxLevel,10
5211014,mpCon,8+x
5211014,damage,160+14*x
5211014,time,50+x
5211007,maxLevel,20
5211007,mpCon,40+5*d(x/5)
5211007,time,60+6*x
5211007,cooltime,360-30*d(x/2)
5211007,pddR,30
5211007,mhpR,20
5211007,mmpR,20
5211007,cr,15
5211007,damR,20
5211007,expR,30
5211007,u,17
5211007,v,17
5211007,w,15
5211007,s,15
5210009,maxLevel,20
5210009,padX,20+2*x
5210012,pddR,5*x
5210012,mddR,5*x
5210012,mhpX,150*x
5210012,mmpX,150*x
5210012,x,150*x
5210012,maxLevel,4
5210012,asrR,15
5210012,terR,15
5210012,stanceProp,10*x
5210013,cr,10+x
5210013,ignoreMobpdpR,x
5210013,maxLevel,20
5210013,pdR,x
5210015,maxLevel,10
5210015,mpCon,25+3*d(x/2)
5210015,cooltime,45
5210015,x,200
5210015,time,120
5210015,subTime,3000
5210015,speed,150
5210015,z,140+3*x
5210015,u,4
5210015,w,4
5211019,maxLevel,10
5211019,time,120
5211019,subTime,3000
5211019,x,50
5211019,speed,150
5211020,maxLevel,10
5211021,maxLevel,10
5211021,damage,140+3*x
5211021,mobCount,4
5211021,attackCount,4
5221004,maxLevel,30
5221004,mpCon,6+d(x/10)
5221004,damage,285+3*x
5221004,range,400
5221004,x,120
5221016,maxLevel,30
5221016,mpCon,10+4*d(x/6)
5221016,cooltime,10-d(x/6)
5221016,damage,520+12*x
5221016,attackCount,13
5221016,cr,100
5221016,ignoreMobpdpR,60
5221016,range,600
5221016,prop,0
5221017,maxLevel,30
5221017,mpCon,25+3*d(x/3)
5221017,damage,469+6*x
5221017,attackCount,4
5221017,mobCount,8
5221017,bulletConsume,4
5221017,damPlus,40+3*x
5220055,maxLevel,10
5220055,damR,15+x
5220055,prop,3+u(x/2)
5221026,maxLevel,30
5221026,mpCon,25+3*d(x/3)
5221026,damage,469+6*x
5221026,attackCount,4
5221026,mobCount,8
5221026,bulletConsume,4
5221022,maxLevel,15
5221022,mpCon,150
5221022,damage,355+3*x
5221022,attackCount,3
5221022,subTime,840
5221022,time,60
5221022,x,100
5221022,y,50
5221022,mobCount,6
5221022,u,80
5221022,z,-60
5221022,w,355+3*x
5221022,u2,3
5221022,v,6
5221022,cooltimeMS,500
5221027,maxLevel,15
5221027,mpCon,150
5221027,damage,355+3*x
5221027,attackCount,3
