skillID,desc,pdesc,h,ph,hch
3321039,,,,,
3321040,"#c[인챈트 포스]#\n전설 속에 전해지는 화살을 실체화하여 적들에게 강력한 공격을 퍼붓는다.\n공격 중 방향키를 이용해 앞, 뒤로 이동할 수 있다.",,"1초당 렐릭 게이지 #forceCon 소비, 키다운하여 사용하면 전방 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 연속 공격\n시전 중 최대 HP의 일정 비율로 피해를 입히는 공격을 포함한 피격 데미지 #indieDamReduceR% 감소\n재사용 대기시간 #cooltime초",,
3321041,"메이플 월드 곳곳을 누빈 전설의 모험가들만이 사용할 수 있는 버프로, 데미지를 증가시킨다.",,"MP #mpCon 소비, #time초 동안 데미지 #indieDamR% 증가\n파티원 중 모험가 직업군에만 효과\n재사용 대기시간 #cooltime초",,
3321034,렐릭으로부터 숨겨진 고대의 힘을 이끌어낸다.\n재사용 대기시간 초기화의 효과를 받지 않는다.,,"MP #mpCon 소비, 사용 즉시 렐릭 게이지 최대치로 충전, 충전량은 렐릭의 활성화 수치에 반영됨\n#time초 동안 에디셔널 디스차지와 에디셔널 블래스트 발동 시 마법 화살이 #x개 추가 생성되고 신속의 기운 준비시간 #u초로 감소\n재사용 대기시간 #cooltime초",,
3341000,"#c[카디널 포스]#\n에너지를 응집시켜서 발사하는 궁술로, 일직선으로 날아가는 폭발형 화살을 발사한다. 발사된 화살은 적에게 닿거나 최대 사정거리에 도달하면 폭발한다.\n필요 스킬 : #c어드밴스드 카디널 포스 20레벨 이상#",,"MP #mpCon 소비, 화살 폭발 시 최대 #u명의 적을 #v%의 데미지로 #w번 공격",,
3341001,,,,,
3341002,렐릭에 저장된 블래스트의 힘을 발현시켜 마법 화살을 생성한다.\n일정 시간마다 에디셔널 블래스트 적중 시 블래스트의 힘이 폭발하여 적중한 적에게서 저주 화살이 수 개 생성된다.\n생성된 마법 화살과 저주 화살은 범위 내 적을 찾아 공격한다.\n마법 화살과 저주 화살은 최대 HP가 높은 보스 몬스터를 우선 추적하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다. 저주 화살은 재사용 대기시간 초기화의 효과를 받지 않는다.,,렐릭이 블래스트 문양일 때 카디널 디스차지 사용 시 #prop% 확률로 #bulletCount개의 마법 화살 생성\n생성된 마법 화살은 #time초 동안 주위의 적을 추적하여 폭발하며 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격\n동일한 적을 공격 시 두번째 폭발부터 최종 데미지 #u% 감소\n#s초마다 마법 화살 적중 시 적에게서 #c저주 화살# #q개 생성\n#c저주 화살# : 최대 #s2명의 적을 #s3%의 데미지로 #s4번 공격,,
3341003,렐릭에 저장된 블래스트의 힘을 발현시켜 마법 화살을 생성한다.\n일정 시간마다 에디셔널 블래스트 적중 시 블래스트의 힘이 폭발하여 적중한 적에게서 저주 화살이 수 개 생성된다.\n생성된 마법 화살과 저주 화살은 범위 내 적을 찾아 공격한다.\n마법 화살과 저주 화살은 최대 HP가 높은 보스 몬스터를 우선 추적하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,,,,
3341500,"렐릭에 깃든 저주를 완전히 지배하여 강력한 저주의 힘이 깃든 궁술을 사용한다. 일정 시간 동안 문양 변환 시 마법 화살이 추가로 생성되며, 직접 공격하는 스킬 적중 시 일정 시간마다 고대의 분노가 발현되어 문양 폭발이 수 회 연속으로 폭발한다. 고대의 분노는 에인션트 포스 계열 스킬이다.\n\n#c10레벨 : 몬스터 방어율 무시 20% 증가\n20레벨 : 보스 몬스터 공격 시 데미지 20% 증가\n30레벨 : 몬스터 방어율 무시 30% 증가, 보스 몬스터 공격 시 데미지 30% 증가#",,"MP #mpCon 소비, 시전 동작 중 무적\n최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하는 파동 #q3회 발동 이후 최대 #q명의 적을 #q2%의 데미지로 #q4번 공격하는 폭발이 #selfDestruction회 발동\n#time초 동안 렐릭 해방\n#c렐릭 해방# : 에인션트/인챈트 포스 스킬의 최종 데미지 #s3% 증가, 직전과 다른 카디널 포스 스킬 사용 시 #prop% 확률로 최대 #x명의 적을 #y%의 데미지로 #z번 공격하는 마법 화살 #bulletCount개 생성, 직접 공격하는 스킬 적중 시 고대의 분노 발동\n#c고대의 분노# : #c[에인션트 포스]# 최대 #u명의 적을 #u2%의 데미지로 #s번 공격하는 저주 폭발 #s2회 발동, 재발동 대기시간 #subTime초\n재사용 대기시간 #cooltime초",,
3341501,"렐릭에 깃든 저주를 완전히 지배하여 강력한 저주의 힘이 깃든 궁술을 사용한다. 일정 시간 동안 문양 변환 시마법 화살이 추가로 생성되며, 공격 시 일정 시간마다고대의 분노가 발현되어 문양 폭발이 수 회 연속으로 폭발한다. 고대의 분노는 에인션트 포스 계열 스킬이다.",,,,
3341502,,,,,
3341503,,,,,
3341504,,,,,
4001334,재빠르게 주변의 적을 두 번 공격한다. 단검 착용 시에만 사용 가능하다.,재빠르게 대상을 2번 찌른다.,"MP #mpCon 소비, #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격","MP #mpCon 소비, #damage% 데미지로 2번 공격",
4001344,행운을 담은 7개의 표창을 던져 전방의 적들을 공격한다. 아대 착용 시에만 사용 가능하다.,,"MP #mpCon 소비, 표창 #bulletConsume개 소비, #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격",,
4000005,"이동속도, 점프력, 최대 이동속도를 영구히 증가시킨다.",,"이동속도 #psdSpeed, 점프력 #psdJump, 최대 이동속도 #speedMax 증가",,
4001003,"일정 시간 동안 그림자에 몸을 숨겨 적의 공격을 회피한다. 회피한 공격이 최대 HP의 일정 비율로 피해를 입히는 공격일 경우 다크 사이트가 해제될 때 회피한 횟수에 비례하여 재사용 대기시간이 적용된다. 지속 중 스킬을 사용하거나 다크 사이트 스킬 키를 한 번 더 눌러 다크 사이트 상태를 해제할 수 있다. 단, 일부 이동 스킬 사용 시에는 다크 사이트 상태가 해제되지 않는다.",,"MP #mpCon 소비, #time초 동안 그림자에 몸을 숨김\n최대 HP의 일정 비율로 피해를 입히는 공격을 회피하였을 경우 다크 사이트가 해제되었을 때 회피한 횟수당 재사용 대기시간 #cooltime초 적용, 최대 #y번까지 중첩",,
4001014,점프 중 사용하면 진행 방향으로 한 번 더 점프한다. 스킬 레벨이 증가할수록 점프 거리가 증가한다. 점프 키로도 사용할 수 있다.,,"MP #mpCon 소비, 일정 거리 점프, 2회 연속 사용 가능",,
4000000,도적의 비급을 수련하여 행운을 영구적으로 증가시킨다.,,영구적으로 행운 #lukX 증가,,
4000010,공격 시 일정 확률로 상대의 버프를 스틸해 자신에게 건다.,공격 시 일정 확률로 상대의 버프를 스틸해 자신에게 건다.,공격 시 #prop% 확률로 상대의 버프를 스틸. #time초 동안 지속,공격 시 #prop% 확률로 상대의 버프를 스틸. #time초 동안 지속,
4001011,점프 중 사용하면 진행 방향으로 연속 두 번 점프한다. 스킬 레벨이 증가할수록 점프 거리가 증가한다. 점프 키로도 사용할 수 있다.,,"MP #mpCon 소비, 일정 거리 점프, 2회 연속 사용 가능",,
4000012,영구적으로 회피율을 증가시킨다.,영구적으로 회피율을 증가시킨다.,회피율 #er% 증가,회피율 #er% 증가,
4001013,전방에 있는 다수의 적을 칼날을 교차하여 빠르게 벤다.,전방에 있는 다수의 적을 칼날을 교차하여  빠르게 벤다.,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격","MP #mpCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 공격",
4101013,폭발하는 수리검을 세 개 던져 맞은 적과 주변 적들에게 데미지를 입힌다. 수리검은 최초 적중한 적의 위치에서 폭발을 일으킨다.,,"MP #mpCon 소비, 표창 #bulletConsume개 소비, 최대 #mobCount명의 적에게 #damage% 데미지를 주는 수리검을 던지고 적중 위치에 #y% 데미지로 최대 #x명의 적을 #u번 공격하는 폭발 발생",,
4101014,폭발하는 수리검을 세 개 던져 맞은 적과 주변 적들에게 데미지를 입힌다. 수리검은 최초 적중한 적의 위치에서 폭발을 일으킨다.,,,,
4101010,거센 그림자의 힘이 담긴 부적을 던져 적들을 멀리 밀쳐내며 데미지를 입힌다. 일부 몬스터는 저항하여 밀리지 않는다.,,"MP #mpCon 소비, 표창 #bulletConsume개 소비, 최대 #mobCount명의 적에게 #damage% 데미지를 주며 #range 거리만큼 밀어냄",,
4101011,적을 공격 시 일정 확률로 암살자의 표식을 새긴다. 표식이 있는 적을 한차례 더 공격하면 적으로부터 표창이 나와 주위 적을 공격한다. 표창은 최대 HP가 가장 높은 적을 우선하여 공격하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다.\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 #c온오프 스킬,,공격 시 #prop% 확률로 암살자의 표식을 남기고 해당 적 다시 공격 시 #damage% 데미지의 표창 #bulletCount개 생성하여 발사,,
4100011,적을 공격 시 일정 확률로 암살자의 표식을 새긴다. 표식이 있는 적을 한차례 더 공격하면 적으로부터 표창이 나와 주위 적을 공격한다. 표창은 최대 HP가 가장 높은 적을 우선하여 공격하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,,,,
4100012,적을 공격 시 일정 확률로 암살자의 표식을 새긴다. 표식이 있는 적을 한차례 더 공격하면 적으로부터 표창이 나와 주위 적을 공격한다. 표창은 최대 HP가 가장 높은 적을 우선하여 공격하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,,,,
4101015,그림자와 하나가 되어 전방으로 신속하게 이동한다. 암살자의 표식이 있는 적을 공격할 때마다 그림자의 힘을 얻어 더욱 빠르게 재사용 할 수 있다.\n#c자신의 공격 스킬 사용 중에도 이동할 수 있다.#,,"MP #mpCon 소비, 일정 거리 이동, 돌진 중 다크 사이트\n재사용 대기시간 #cooltime초\n마크 오브 어쌔신, 마크 오브 나이트로드의 암살자의 표식이 새겨진 적을 공격할 때마다 재사용 대기시간 #x초 감소",,
4101016,자신의 그림자를 이용하여 공중으로 도약한다.,,"MP #mpCon 소비, 일정 거리 도약",,
4100000,아대 숙련도를 증가시키며 소지하고 있는 표창의 최대 충전수를 증가시킨다.\n#c4차 스킬 '자벨린 엑스퍼트'를 익히기 위해 10레벨 이상 필요#,,"아대 숙련도 #mastery% 증가, 표창 수 #y 증가",,
4100017,아대의 공격 속도와 행운을 증가시킨다.\n필요 스킬 : #c자벨린 마스터리 5레벨 이상#,,"공격 속도 2단계 증가, 행운 #lukX 증가",,
4100001,크리티컬 확률과 크리티컬 데미지를 증가시킨다.\n필요 스킬 : #c자벨린 마스터리 3레벨 이상#,,"크리티컬 확률 #prop%, 크리티컬 데미지 #criticaldamage% 증가",,
4100007,신체 단련을 통해 영구적으로 행운과 민첩성을 증가시킨다.,,"영구적으로 행운 #lukX, 민첩성 #dexX 증가",,
4111010,3개의 표창을 동시에 던진다. 표창은 최대 HP가 높은 몬스터를 우선 공격한다.,3개의 표창을 동시에 던진다.,"MP #mpCon 소비, 표창 #bulletCount개 소비, #damage% 데미지로 3번 공격","MP #mpCon 소비, #damage% 데미지로 3번 공격",
4111015,그림자의 힘이 담긴 거대 수리검을 소환하여 적들을 섬멸한다.,,"MP #mpCon 소비, 표창 #bulletConsume개 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격",,
4111007,일정 시간 동안 어두운 기운을 방출하여 주변 적을 공격하는 거대한 수리검을 소환한다. 다크 플레어는 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,"일정 시간 동안 모든 것을 부정하는 다크로드의 풍차 수리검을 소환한다. 풍차 수리검은 영역 내에서 자신 및 팀원에게 공격을 시도하는 모든 적에게 데미지를 반사한다. 단, 대상의 최대 HP의 절반 이상은 반사할 수 없다.","MP #mpCon 소비, #time초 동안 거대한 수리검 소환, 일정 주기로 주위의 적 3명을 #damage%의 데미지로 공격, 재사용 대기시간 #cooltime초","MP #mpCon 소비, #time초 동안 다크로드의 풍차 수리검 소환, 데미지의 #x%를 반사, 재사용 대기시간 #cooltime초","MP #mpCon 소비, #hcTime초 동안 다크로드의 풍차 수리검 소환, #hcProp% 확률로 데미지의 #hcReflect%를 반사 \n재사용 대기시간 #hcCooltime초"
4111002,"일정 시간 동안 자신과 똑같은 행동을 하는 그림자 동료를 소환한다. 별도의 HP는 없으며 모습을 변화시키거나 움직임을 제한하는 공격을 받을 경우 사라진다. 소환 스킬, 전직업 공용 5차 스킬 및 일부 스킬에는 적용되지 않는다.",,"MP #mpCon 소비, #time초 동안 모든 공격에 최종 데미지의 #x%로 추가 타격을 하는 그림자 동료 소환",,
4110016,표창 소비 없이 공격을 할 수 있고 공격력이 증가한다.\n인벤토리 내 표창 중 가장 앞에 있는 표창의 공격력이 적용되며 표창을 하나라도 보유하지 않으면 스킬 사용이 불가능하다.,,"공격력 #padX 증가, 표창 소비 없이 공격 가능",,
4110008,"어둠과의 친화를 통해 최대 HP, 상태 이상 내성, 모든 속성 내성을 영구적으로 증가시킨다.",,"최대 HP #mhpR%, 상태 이상 내성 #asrR, 모든 속성 내성 #terR% 증가",,
4110011,영구적으로 아대에 독을 바른다. 대상은 일정 확률로 중독 상태에 빠져 지속적으로 데미지를 입는다. 독은 중복될 수 없으며 대상의 HP를 1 이하로 떨어뜨리지 못한다.\n#c4차 스킬 '페이탈 베놈'을 익히기 위해 10레벨 이상 필요#,영구적으로 아대에 독을 바른다. 대상은 일정 확률로 중독 상태에 빠져 지속적으로 데미지를 입는다. 독은 중복될 수 없으며 대상의 HP를 1 이하로 떨어뜨리지 못한다.,"공격 시 #prop% 확률로, #dotTime초 동안 #dotInterval초 당 #dot% 데미지의 도트 데미지 추가","공격 시 #prop% 확률로, #dotTime초 동안 #dotInterval초 당 #dot% 데미지의 도트 데미지 추가",
4110012,도적의 비기로 최종 데미지와 크리티컬 확률이 증가한다.\n필요 스킬 : #c스피릿 자벨린 5레벨 이상#,,"최종 데미지 #pdR% 증가, 크리티컬 확률 #cr% 증가",,
4110014,"포션 등 회복 아이템의 효과가 증가한다. 단, 엘릭서와 같이 %로 회복시켜 주는 아이템에는 적용되지 않는다. 추가로, 영구적으로 크리티컬 데미지가 증가하며 적의 공격을 받아도 뒤로 물러서지 않는 상태로 만든다.",,"회복 아이템 사용 시 회복량 #x% 증가. 크리티컬 데미지 #criticaldamage% 증가, 스탠스 확률 #stanceProp% 증가",,
4121013,4개의 표창을 연속으로 던진다. 표창은 최대 HP가 높은 몬스터를 우선 공격한다.,4개의 표창을 연속으로 던진다.,"MP #mpCon 소비, 표창 #bulletCount개 소비, #damage% 데미지로 4번 공격","MP #mpCon 소비, #damage% 데미지로 4번 공격",
4121017,최대 6명의 적을 공격하며 도발하여 #c부딪히지 않는 상태#로 만든다. 도발당한 적은 경험치 획득량과 아이템 드롭률도 함께 증가하며 보스에게도 절반의 효과가 적용된다.\n부적이 폭발할 때 어둠의 수리검이 생성되어 주변의 적을 추적하여 공격한다. 어둠의 수리검은 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,,"MP #mpCon, 표창 #bulletConsume개 소비\n최대 #mobCount명의 적 #damage% 데미지로 #attackCount번 공격하고 #u개의 수리검을 생성하며 도발\n도발당한 적은 #c부딪히지 않는 상태 지속#. #time초 동안 획득 경험치, 아이템 드롭률 #x% 증가, 보스일 경우 효과 절반\n수리검은 #w% 데미지로 #z번 공격을 하며 한 명의 적이 여러 개의 수리검에 맞을 경우 두 번째 수리검부터 최종 데미지 #u2% 감소, 일반 몬스터 공격 시 데미지 #w2% 증가\n수리검 생성 후 재생성까지 대기시간 #s2초",,
4121020,그림자의 힘이 깃든 수리검이 적을 공격한다.,,,,
4120018,"암살자의 표식을 더욱 강화하여 표식을 남길 확률과 데미지, 사출되는 표창의 개수가 증가한다. 표창은 최대 HP가 가장 높은 적을 우선하여 공격하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다.",,공격 시 #prop% 확률로 암살자의 표식을 남기고 해당 적 다시 공격 시 #damage% 데미지의 표창 #bulletCount개 생성하여 발사,,
4120019,"암살자의 표식을 더욱 강화하여 표식을 남길 확률과 데미지, 사출되는 표창의 개수가 증가한다. 표창은 최대 HP가 가장 높은 적을 우선하여 공격하며 공격반사 상태의 적을 공격해도 피해를 입지 않는다.",,,,
4121016,숨어 있던 동료들을 총동원하여 적들을 공격한다. 써든레이드는 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,숨어 있던 동료들을 총동원하여 전체를 불바다로 만든다.,"MP #mpCon 소비, 표창 1개 소비, 최대 15명의 적에게 #damage% 데미지로 #attackCount번 공격, #dotTime초 동안 #dotInterval초당 #dot%의 도트 데미지, 재사용 대기시간 #cooltime초","MP #mpCon 소비, 최대 15명의 적에게 #damage% 데미지로 #attackCount번 공격, #dotTime초 동안 #dotInterval초당 #dot%의 도트 데미지, 재사용 대기시간 #cooltime초",
4121015,"주위에 결계를 펼쳐 결계 안으로 들어오는 적들의 공격력과 이동속도, 방어율을 감소시킨다. 추가로 영구히 보스 사냥 시 추가 데미지를 줄 수 있다.",,"MP #mpCon 소비, #time초 동안 지속, 결계 안의 보스 몬스터를 제외한 적의 공격력 및 방어율 #w% 감소, 이동속도 #y\n[패시브 효과 : 보스 몬스터 공격 시 데미지 #bdR% 증가]",,
4121000,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.",,"MP #mpCon 소비, #time초 동안 AP를 직접 투자한 모든 능력치 #x% 증가",,
4121009,"정신을 집중하여 상태 이상으로부터 벗어난다. 사용 후 3초 동안 상태 이상 면역. 단, 일부 상태 이상 효과에는 적용되지 않고 컴뱃 오더스가 적용되지 않는다.",,"MP #mpCon 소비, 재사용 대기시간 #cooltime초",,
4120014,어둠을 깊이 받아들여 적에게 좀 더 치명적인 공격을 가할 수 있게 된다.,,"공격력 #padX, 몬스터 방어율 무시 #ignoreMobpdpR% 증가, 최종 데미지 #pdR% 증가",,
4120002,"일정 확률로 나무 인형으로 변신하여 적의 공격을 회피할 수 있다. 추가로, 영구적으로 적의 공격을 받아도 뒤로 물러서지 않는 상태로 만든다.",일정 확률로 나무 인형으로 변신하여 적의 공격을 회피할 수 있다.,"#prop% 확률로 추가 회피, 스탠스 확률 #stanceProp% 증가",#prop% 확률로 추가 회피,
4120011,"베놈의 독에 중독될 확률과 독 데미지를 영구히 증가시키고, 독이 중첩되는 횟수를 증가시킨다.\n필요 스킬 : #c베놈 10레벨 이상#","베놈의 독에 중독될 확률과 독 데미지를 영구히 증가시키고, 독이 중첩되는 횟수를 증가시킨다.\n필요 스킬 : #c베놈 10레벨 이상#","공격 시 #prop% 확률로, #dotTime초 동안 #dotInterval초당 #dot% 데미지의 도트 데미지 추가, #dotSuperpos회 중첩 가능","공격 시 #prop% 확률로, #dotTime초 동안 #dotInterval초 당 #dot% 데미지의 도트 데미지 추가, #dotSuperpos회 중첩 가능",
4120012,"아대 숙련도와 공격력, 크리티컬 데미지를 증가시킨다.\n필요 스킬 : #c자벨린 마스터리 10레벨 이상#",,"아대 숙련도 증가량 #mastery%로 증가, 공격력 #x, 크리티컬 데미지 #criticaldamage% 증가",,
4120043,쇼다운 챌린지의 데미지를 증가시킨다. 쇼다운 챌린지로 생성된 그림자 수리검에는 적용되지 않는다.,,데미지 #damR% 증가,,
4120044,쇼다운 챌린지의 최대 공격 가능한 몬스터 수를 증가시킨다. 쇼다운 챌린지로 생성된 그림자 수리검에는 적용되지 않는다.,,최대 공격 가능한 몬스터 수 #targetPlus 증가,,
4120045,쇼다운 챌린지로 도발당한 적에게서 얻는 경험치 획득량과 아이템 드롭률을 증가시킨다.,,경험치 획득량과 아이템 드롭률 #x% 증가,,
4120046,퍼지 에어리어로 감소되는 적 공격력 및 방어율 수치를 증가시킨다.,,공격력 및 방어율 #v% 추가 감소,,
4120047,퍼지 에어리어로 감소되는 적 이동속도 수치를 증가시킨다.,,이동속도 #s 추가 감소,,
4120048,퍼지 에어리어에 보스도 걸리도록 한다.,,퍼지 에어리어 보스 적용,,
4120049,쿼드러플 스로우의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
4120050,쿼드러플 스로우의 보스 몬스터 공격 시 데미지를 증가시킨다.,,보스 몬스터 공격 시 데미지 #bdR% 증가,,
4120051,쿼드러플 스로우의 공격 횟수를 증가시킨다.,,공격 횟수 #bulletCount 증가,,
4121052,사방에 네 개의 표창을 소환하여 하나의 거대한 표창을 이룬다.,,"MP #mpCon 소비, 표창 1개 소비, 주위의 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격\n재사용 대기시간 #cooltime초\n[패시브 효과 : 마크 오브 나이트로드의 데미지 #damPlus%p 증가]",,
4121053,"메이플 월드 곳곳을 누빈 전설의 모험가들만이 사용할 수 있는 버프로, 데미지를 증가시킨다.",,"MP #mpCon 소비, #time초 동안 데미지 #indieDamR% 증가\n파티원 중 모험가 직업군에만 효과\n재사용 대기시간 #cooltime초",,
4121054,"출혈을 유발하는 치명적인 독을 표창에 발라, 일정 시간 동안 공격력을 증가시키고 표창에 맞는 적에게 지속적인 데미지를 입힌다.",,"MP #mpCon 소비, #time초 동안 공격력 #indiePad 증가\n공격 시 #prop% 확률로 매 초 #dot% 데미지가 #dotTime초 동안 유지되는 출혈 효과 발생",,
4121021,최대 6명의 적을 공격하며 도발하여 #c부딪히지 않는 상태#로 만든다. 도발당한 적은 경험치 획득량과 아이템 드롭률도 함께 증가하며 보스에게도 절반의 효과가 적용된다.\n부적이 폭발할 때 어둠의 수리검이 생성되어 주변의 적을 추적하여 공격한다. 어둠의 수리검은 공격반사 상태의 적을 공격해도 피해를 입지 않는다.,,"MP #mpCon, 표창 #bulletConsume개 소비\n최대 #mobCount명의 적 #damage% 데미지로 #attackCount번 공격하고 #u개의 수리검을 생성하며 도발\n도발당한 적은 #c부딪히지 않는 상태 지속#. #time초 동안 획득 경험치, 아이템 드롭률 #x% 증가, 보스일 경우 효과 절반\n수리검은 #w% 데미지로 #z번 공격을 하며 한 명의 적이 여러 개의 수리검에 맞을 경우 두 번째 수리검부터 최종 데미지 #u2% 감소, 일반 몬스터 공격 시 데미지 #w2% 증가\n수리검 생성 후 재생성까지 대기시간 #s2초",,
4141000,4개의 표창을 연속으로 던진다. 표창은 최대 HP가 높은 몬스터를 우선 공격한다. 일정 횟수 적중 후 사용 시 번개의 힘을 담은 날카로운 수리검을 던진다.\n필요 스킬 : #c쿼드러플 스로우 30레벨 이상#,,"MP #mpCon 소비, 표창 #bulletCount개 소비, #damage%의 데미지로 4번 공격, 공격 #z번 적중 시 다음 공격 강화 쿼드러플 스로우 VI 발동",,
4141001,번개의 힘이 담긴 수리검을 던져 경로의 적을 공격한다. 수리검은 최대 HP가 높은 몬스터를 우선 공격한다.\n필요 스킬 : #c쿼드러플 스로우 30레벨 이상#,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
4141500,"영겁의 시공에 적을 가두어 모든 생명체의 생사여탈권을 쥔다. 영겁의 시공에서 생성되는 표창은 최대 HP가 가장 높은 보스 몬스터를 우선 추적하며 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.\n#c색상 연출 온오프 : 마우스 우클릭#\n\n#c10레벨 : 몬스터 방어율 무시 20% 증가\n20레벨 : 보스 몬스터 공격 시 데미지 20% 증가\n30레벨 : 몬스터 방어율 무시 30% 증가, 보스 몬스터 공격 시 데미지 30% 증가#",,"MP #mpCon 소비, 시전 동작 중 무적\n최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하는 참격이 #x회 발생\n#time초 동안 임의의 경로를 지나며 #y%의 데미지로 최대 #u명의 적을 #v번 공격하는 거대 표창 #z개 생성\n재사용 대기시간 #cooltime초",,
4141501,,,,,
4141502,영겁의 시공에 적을 가두어 모든 생명체의 생사여탈권을 쥔다. 영겁의 시공에서 생성되는 표창은 최대 HP가 가장 높은 보스 몬스터를 우선 추척한다.,,,,
4201012,매우 빠른 속도로 전방의 적을 연속 공격한다.,,"MP #mpCon 소비, #mobCount명의 적 #damage% 데미지로 #attackCount번 공격",,
4200014,영구적으로 크리티컬 확률과 크리티컬 데미지를 증가시킨다.,,"크리티컬 확률 #cr%, 크리티컬 데미지 #criticaldamage% 증가",,
4201017,"자신의 공격 스킬로 적을 공격했을 때 일정 확률로 HP나 MP를 즉시 회복할 수 있는 물약을 훔쳐낸다.\n하나의 적에게 물약은 한 번만 훔칠 수 있으며, 성공할 때까지 계속 시도할 수 있다. 보스에게서 훔친 물약을 먹으면 HP와 MP가 가득 채워지고, 일정 시간 동안 공격력이 증가한다.\n스킬 사용 시 효과가 활성화되고 재사용 시 비활성화되는 #c온오프 스킬#",,"#z% 확률로 스틸, 훔친 물약 복용 시 HP/MP 회복, 보스에게 훔친 물약 복용 시 HP/MP 회복 및 3분 동안 공격력 30 증가 버프 발동",,
4200002,공격 속도와 행운이 증가한다.\n필요 스킬 : #c대거 마스터리 5레벨 이상#,,"공격 속도 2단계, 행운 #lukX 증가",,
4200009,자신의 공격력을 증가시키고 적의 공격을 받아도 뒤로 물러서지 않는 상태로 만든다.,,"공격력 #padX, 스탠스 확률 #stanceProp% 증가",,
4200000,단검 숙련도를 증가시킨다. \n#c4차 스킬 '대거 엑스퍼트'를 익히기 위해 10레벨 이상 필요#,,단검 숙련도 #mastery% 증가,,
4200007,신체 단련을 통해 영구적으로 행운과 민첩성을 증가시킨다.,,"영구적으로 행운 #lukX, 민첩성 #dexX 증가",,
4200010,"방패 혹은 단검용 검집 착용 시 방어력이 추가 증가하고 회피율, 공격력이 증가하며 피격 데미지가 감소한다.",,"방패 혹은 단검용 검집 착용 시 방어력 #x% 추가 증가, 회피율 #er%, 공격력 #y 증가, 피격 데미지 #z% 감소",,
4200015,암살자의 날렵함을 습득하여 플래시 점프를 위 방향으로도 이동할 수 있게 된다.\n필요 스킬 : #c플래시 점프 5레벨 이상#,,위 방향으로 플래시 점프 사용 가능,,
4201016,,,,,
4211011,음속의 속도로 단검을 휘둘러 눈앞의 적들을 난도질한다.,음속의 속도로 단검을 휘둘러 눈앞의 적을 난도질한다.,"MP #mpCon 소비, #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격","MP #mpCon 소비, #mobCount명의 적 #damage% 데미지로 #attackCount번 공격",
4211002,눈에 보이지 않을 정도의 속도로 눈앞의 적들에게 접근해 피해를 입히고 밀어낸다. 일부 몬스터는 저항하여 밀리지 않는다.,,"MP #mpCon 소비, #damage% 데미지로 최대 #mobCount명의 적을 #attackCount번 공격",,
4211006,픽 파킷으로 떨어진 동전을 움직여 적을 공격한다.\n필요 스킬 : #c픽 파킷 1레벨 이상#\n#c4차 스킬 '블러디 파킷'을 익히기 위해 20레벨 이상 필요#,,"MP #mpCon 소비, 동전 1개당 1명의 적을 #damage% 데미지로 #attackCount번 공격, 최대 #mobCount마리의 적을 공격하며 한 번에 최대 #bulletCount개의 동전 사용 가능",,
